179, 9700  52.11667 5.18333;
180, 1200  21.16667 -100.86667;
181, 53070  34.3 -81.4;
182, 1500  44.38333 2.81667;
183, 140  54.66667 -7.66667;
184, 200000  -35.3 144.56667;
185, 3000  47.16667 0.43333;
186, 780  48.53333 -0.86667;
187, 2700  26.0 92.0;
188, 450  36.41667 -85.5;
189, 11500  36.5 -79.75;
190, 2300  37.26667 -89.58333;
191, 3130  43.26667 13.35;
192, 8000  48.11667 10.46667;
193, 250000  54.23333 35.15;
194, 14180  18.31667 73.91667;
195, 8600  35.83333 -86.41667;
196, 28400  41.9 -91.6;
197, 39000  50.6 16.3;
198, 102000  52.26667 15.55;
199, 1800  14.88333 75.6;
200, 94  44.38333 -68.75;
201, 3000  44.5 0.15;
202, 850  59.73333 10.86667;
203, 7.3  32.7 128.85;
204, 16500  34.7 -81.2;
205, 8600  35.25 -80.5;
206, 4000  23.1 87.3;
207, 975000  31.85 -110.96667;
208, 500  37.5 -79.75;
209, 3600  37.95 -85.78333;
210, 135000  38.98333 141.61667;
211, 600  40.43333 -80.0;
212, 4000  42.91667 -76.78333;
213, 21500  53.4 18.45;
214, 5000  41.63333 0.75;
215, 65  46.6 0.25;
216, 1000  51.91667 8.38333;
217, 13600  14.3 79.76667;
218, 44000  25.33333 -104.66667;
219, 1500  26.78333 82.83333;
220, 24300000  27.0 -105.1;
221, 90  37.23333 -80.73333;
222, 22700  46.5 25.73333;
223, 7000  48.15 24.28333;
224, 1700  50.0 8.26667;
225, 577  -4.0 39.5;
226, 6930  26.75 84.78333;
227, 6800  34.75 -84.0;
228, 27000  36.43333 -83.75;
229, 18000  37.31667 13.56667;
230, 8600000  -38.1 145.3;
231, 156  33.5 -89.0;
232, 21800  35.85 -82.7;
233, 450  39.71667 -77.3;
234, 168000  44.5 -77.46667;
235, 14000  48.48333 44.81667;
236, 150  50.88333 10.51667;
237, 1862  52.75 12.9;
238, 18000  54.76667 113.98333;
239, 12000  -28.08333 -69.33333;
240, 148800  -30.0 25.0;
241, 32200  -34.25 147.7;
242, 146  25.0 -103.5;
243, 1250  27.43333 82.08333;
244, 1800  35.3 -86.63333;
245, 700  51.05 3.75;
246, 7250  53.4 9.1;
247, 6000  58.5 23.0;
248, 5400  33.0 -97.0;
249, 73030  37.75 -85.5;
250, 205  43.4 -5.86667;
251, 15900  44.35 -100.38333;
252, 11800  45.46667 10.0;
253, 16500  52.28333 8.91667;
254, 1000  10.0 -84.1;
255, 6045  17.76667 95.18333;
256, 10000  33.33333 -84.1;
257, 2150  34.5 -82.03333;
258, 89400  36.55 -93.1;
259, 1500  45.05 41.98333;
260, 16250  46.06667 23.58333;
261, 3000  47.35 21.3;
262, 125  48.35 3.25;
263, 77600  9.23333 78.35;
264, 1300  -24.0 -69.0;
265, 144000  38.11667 -1.16667;
266, 76000  38.16667 -79.08333;
267, 22700  40.76667 -81.95;
268, 50000  43.08333 0.58333;
269, 505000  43.36667 -88.13333;
270, 577  45.13333 21.66667;
271, 246  51.83333 26.83333;
272, 10500  15.08333 120.7;
273, 43000  32.23333 -88.2;
274, 680  38.25 -86.16667;
275, 13.9  42.53333 -73.83333;
276, 2000  43.21667 -0.23333;
277, 2950  -31.7 23.75;
278, 450  26.95 77.88333;
279, 5  29.68333 78.38333;
280, 32000  32.23333 76.46667;
281, 115000  34.88333 -84.78333;
282, 16800  36.43333 -87.0;
283, 6800  37.0 -88.25;
284, 50800  38.4 -85.36667;
285, 230000  40.0 -81.76667;
286, 908  44.88333 8.75;
287, 54  47.36667 1.73333;
288, 3828000  -25.75 -70.5;
289, 100000  -27.0 -70.0;
290, 29000  27.08333 84.08333;
291, 22  29.01667 77.8;
292, 945  41.25 1.66667;
293, 3500  43.66667 45.38333;
294, 180  37.41667 -6.0;
295, 1800  40.48333 -86.36667;
296, 10500  53.18333 13.15;
297, 20000  -27.3 -70.4;
298, 6000  -41.31667 175.13333;
299, 2550000  21.49972 50.47222;
300, 1700  23.05 86.7;
301, 560  23.36667 75.18333;
302, 3200  24.33333 90.16667;
303, 22000000  26.2 -107.83333;
304, 5000  36.41667 -80.0;
305, 3600  37.75 -90.5;
306, 13200  39.8 -105.5;
307, 1500  42.88333 -73.6;
308, 5000  46.45 25.78333;
309, 14500  50.78333 4.76667;
310, 41000  52.26667 9.1;
311, 23250  58.66667 25.73333;
312, 510000  27.71667 -0.25;
313, 14000  43.88333 1.38333;
314, 1600  50.75 25.3;
315, 10250  56.5 21.5;
316, 4400  12.63333 77.01667;
317, 1600  24.23333 89.05;
318, 5000  24.55 84.83333;
319, 7235  26.71667 84.21667;
320, 50000  36.16667 3.66667;
321, 76  36.91667 3.91667;
322, 1500  43.5 -91.16667;
323, 2270  52.55 -8.03333;
324, 104000  -26.0 -69.25;
325, 280  -33.5 -70.5;
326, 3600  13.48333 74.78333;
327, 22  18.75 75.33333;
328, 350  26.71667 82.66667;
329, 17100  35.16667 135.33333;
330, 10900  38.2 -84.83333;
331, 227000  39.6 -105.3;
332, 50  39.61667 -85.45;
333, 34000  43.38333 -5.15;
334, 8300  48.45 3.93333;
335, 500000  48.9 22.4;
336, 15  -37.57083 143.82533;
337, 41400  24.5 -104.8;
338, 100  28.01667 75.81667;
339, 1545000  30.4 -107.8;
340, 3630  32.63333 -85.5;
341, 9000  36.18333 5.41667;
342, 10000  36.76667 -86.16667;
343, 6510  38.4 140.35;
344, 1064  -28.2 24.56667;
345, 4300  -34.78333 144.66667;
346, 96  11.58333 104.91667;
347, 7500  23.48333 -104.36667;
348, 2700  26.16667 90.6;
349, 1500  26.83333 77.33333;
350, 1000  29.53333 71.8;
351, 3000  34.25 -84.5;
352, 2000  34.4 -87.06667;
353, 650  34.48333 -87.83333;
354, 159000  36.93333 -87.4;
355, 4000  43.15 -0.85;
356, 9150  45.2 8.5;
357, 1708  45.68333 15.6;
358, 6000  47.11667 6.15;
359, 250000  52.76667 21.26667;
360, 1500  -22.96667 -44.31667;
361, 113900  -45.28333 -70.48333;
362, 20000  -7.08333 111.53333;
363, 340  32.03333 -84.76667;
364, 43500  38.21667 -79.05;
365, 39000  38.66667 -120.93333;
366, 875  40.91667 -111.66667;
367, 250  41.28333 -73.81667;
368, 80000  48.11667 -3.08333;
369, 16500  49.32694 7.46472;
370, 175000  53.0 -112.0;
371, 20000  59.85 17.66667;
372, 51700  -26.0 -70.0;
373, 4500  18.68333 83.48333;
374, 150000  33.18333 -96.71667;
375, 25000  37.98333 -1.16667;
376, 1500  39.11667 -84.5;
377, 2000  52.28333 7.7;
378, 12500  -20.18333 -69.73333;
379, 11500  -6.91667 107.6;
380, 1500  22.0 -80.0;
381, 400  42.3 0.55;
382, 3833  44.28333 5.58333;
383, 5400  44.36667 -69.2;
384, 130  49.31667 31.51667;
385, 1316000  19.21667 -98.3;
386, 300  26.25 82.0;
387, 3400  42.13333 12.93333;
388, 51700  47.7 1.06667;
389, 12500  50.96667 13.95;
390, 28500  58.03333 26.95;
391, 400  -29.2 -51.86667;
392, 13600  29.53333 72.3;
393, 5900  31.3 72.38333;
394, 16220  33.5 -85.66667;
395, 11300  35.85 -82.7;
396, 3200  36.23333 37.13333;
397, 50000  39.33333 -98.16667;
398, 3600  43.53333 22.63333;
399, 217000  58.61667 98.93333;
400, 2500  -25.0 -69.5;
401, 19280  -34.96667 148.125;
402, 7300  36.08333 -78.06667;
403, 41000  38.3 -94.36667;
404, 5000  48.4 -3.3;
405, 101000  50.61667 36.6;
406, 300000  -23.0 -69.0;
407, 14830  -23.1 -70.5;
408, 1500  -24.55 -69.06667;
409, 7000000  -26.21667 -48.6;
410, 3290  -32.45 135.55;
411, 1600  20.91667 82.58333;
412, 20  26.98333 78.21667;
413, 192  35.75 -81.25;
414, 380  36.88333 8.45;
415, 8600  40.9 -123.1;
416, 230000  41.8 -91.86667;
417, 1300  44.6 5.13333;
418, 552  46.93333 21.5;
419, 10300  -23.45 -70.11667;
420, 680  12.85 76.8;
421, 136000  36.3 -82.88333;
422, 340  41.08333 -86.28333;
423, 1932  46.15 32.83333;
424, 70  48.63333 34.36667;
425, 3500  52.76667 -2.51667;
426, 34000  59.93333 14.95;
427, 8  59.98333 117.58333;
428, 3650  -27.7 27.3;
429, 18  20.88333 74.83333;
430, 723  37.25 -85.0;
431, 6000  38.4 -84.25;
432, 1600  38.68333 -91.15;
433, 80000  43.66667 21.86667;
434, 5  47.28333 11.41667;
435, 112  50.3 8.91667;
436, 30  55.7 24.4;
437, 50  -34.66667 -59.36667;
438, 399  20.66667 -101.28333;
439, 1000  26.8 82.53333;
440, 5650  26.91667 83.96667;
441, 153300  29.87861 -96.87222;
442, 835  40.75 -97.5;
443, 28000  49.6 17.11667;
444, 9000  52.98333 37.03333;
445, 4000  55.05 12.06667;
446, 160000  -25.73333 142.95;
447, 41  -27.66667 -67.11667;
448, 2024  -3.4 -44.33333;
449, 4000  -32.36667 -59.83333;
450, 2300  -46.31667 168.4;
451, 4500  17.83333 73.98333;
452, 900  20.16667 -105.21667;
453, 53000  34.8 -84.98333;
454, 1240  35.66667 -80.25;
455, 37200  39.65 -99.68333;
456, 320000  43.41667 -94.83333;
457, 2800  47.08333 1.75;
458, 115  48.0 -97.93333;
459, 1750  50.66667 16.76667;
460, 10841  -29.88333 150.56667;
461, 2200  -32.5 23.0;
462, 4610  -34.1 18.46667;
463, 72  14.5 76.5;
464, 2700  26.58333 85.56667;
465, 4760  34.0 -81.25;
466, 2300  35.3 -81.73333;
467, 58000  35.33333 -115.31667;
468, 54000  35.33333 51.63333;
469, 720  35.38333 134.9;
470, 5000  37.83333 -80.31667;
471, 36000  38.61667 -84.96667;
472, 21  50.775 6.08333;
473, 910  52.2 17.98333;
474, 62100  -25.7 143.05;
475, 50000  -28.5 27.0;
476, 37  -32.86667 18.71667;
477, 3400  21.05 -99.3;
478, 35500  36.83333 -105.23333;
479, 180000  38.7 -96.1;
480, 8000  46.35 30.58333;
481, 1600  54.56667 -1.16667;
482, 43000  59.33333 -136.0;
483, 5000  -23.43333 -69.5;
484, 60000  -33.31667 19.61667;
485, 46500  24.11667 -104.3;
486, 842  25.8 88.45;
487, 11620  33.18333 130.2;
488, 442  35.86667 -81.91667;
489, 4300000  37.5825 -99.16361;
490, 300000  46.8 24.03333;
491, 2000  52.03333 43.0;
492, 350.7  -31.88333 141.2;
493, 1393  -7.45 111.41667;
494, 290000  33.9 -101.75;
495, 1  36.9 30.68333;
496, 12000  37.9 -82.38333;
497, 763  39.86667 -83.95;
498, 162000  41.76611 -8.58361;
499, 51700  42.96667 -85.76667;
500, 360  44.75 0.05;
501, 228000  45.26667 10.15;
502, 1328  -26.03333 -70.33333;
503, 42900  -26.33333 -70.28333;
504, 1207  -26.5 -70.25;
505, 341000  -30.55 29.41667;
506, 3800000  -32.1 117.71667;
507, 166000  -7.5 111.5;
508, 1161  29.58333 76.0;
509, 148000  35.6 -105.8;
510, 42600  35.76667 -91.5;
511, 24000  44.91667 -92.43333;
512, 19860  60.0 5.61667;
513, 6580  -27.15 -69.91667;
514, 20500  17.9 -77.63333;
515, 4000  24.68333 -101.68333;
516, 1100  27.28333 79.05;
517, 174000  34.91667 135.96667;
518, 4000  46.61667 -98.5;
519, 4500  51.16667 77.33333;
520, 55300  -34.15 141.78333;
521, 4500  12.28333 79.2;
522, 45000  32.03333 130.63333;
523, 48500  35.5 -93.5;
524, 11800  39.08333 -95.11667;
525, 762  40.5 -80.08333;
526, 2000  43.03333 12.55;
527, 18200  47.0 7.83333;
528, 17  52.0 9.1;
529, 1900  54.81667 46.0;
530, 19500  -26.5 -69.5;
531, 15000  -38.33333 -60.88333;
532, 500  11.25 108.58333;
533, 372  24.45 78.56667;
534, 21000  29.4 -98.5;
535, 72  29.5 -98.5;
536, 13600  29.68333 -98.91667;
537, 81200  31.91667 -98.03333;
538, 12200  34.36667 -85.43333;
539, 48500  35.83333 -84.91667;
540, 36000  36.0 -119.0;
541, 16300  36.2 -83.38333;
542, 13600  36.63333 -83.83333;
543, 14100  36.93333 -80.5;
544, 112  38.41667 -106.58333;
545, 384000  39.78333 -77.21667;
546, 11600  41.23333 -104.98333;
547, 340  43.0 -80.0;
548, 4100  44.65 -87.46667;
549, 1900  50.13333 27.16667;
550, 500000  57.78333 55.26667;
551, 6175  -17.3 -45.0;
552, 1224  -18.5 -44.0;
553, 27400  -19.91667 -69.81667;
554, 392  -24.0 -69.0;
555, 5560  -33.85 148.68333;
556, 15200  -34.5 144.71667;
557, 33000  24.9 -105.4;
558, 2000  32.48333 4.4;
559, 218  33.46667 -82.48333;
560, 244500  37.96667 -90.31667;
561, 108  38.5 -100.0;
562, 1400  39.41667 -79.15;
563, 8200  43.01667 -79.21667;
564, 5500  44.75 -77.58333;
565, 48250  51.95 62.2;
566, 147000  -30.38333 147.2;
567, 20000  1.16667 44.16667;
568, 85000  17.7 -97.0;
569, 1.2  20.58333 -104.06667;
570, 1700  29.8 -109.66667;
571, 175400  30.3 -97.7;
572, 5900  30.55556 -97.95278;
573, 1724  33.81667 -97.0;
574, 220  36.1 -81.41667;
575, 1800  36.55 -79.78333;
576, 194000  38.81667 -84.6;
577, 34000  43.83333 20.44167;
578, 1420  46.07944 -88.55972;
579, 8000  48.06667 30.96667;
580, 11000  56.21667 13.03333;
581, 1400  -41.18333 148.03333;
582, 350  12.38333 78.51667;
583, 105  21.25 83.66667;
584, 1250  28.95 0.81667;
585, 600000  30.80833 109.5;
586, 237200  32.91667 -104.66667;
587, 1000  34.2 -86.48333;
588, 1750  35.0 -94.0;
589, 13600  35.71667 -81.86667;
590, 22700  36.7 137.36667;
591, 18800  38.81667 -104.61667;
592, 295000  39.33333 -100.06667;
593, 89400  39.75 -97.03333;
594, 5000  42.53333 12.61667;
595, 152000  43.25 -93.66667;
596, 2000  46.98333 17.7;
597, 14000  47.91667 4.35;
598, 4000  48.01667 -1.15;
599, 400000  48.06667 35.08333;
600, 5800  56.66667 23.0;
601, 1980  -27.33333 -69.8;
602, 12900  32.9 -107.73333;
603, 30000000  35.05 -111.03333;
604, 22700  36.1 -80.2;
605, 30  36.3 -82.46667;
606, 27000  39.75 46.66667;
607, 564000  39.93333 -99.6;
608, 3200  41.28333 -77.05;
609, 1915  43.76667 20.23333;
610, 22000  55.88333 89.1;
611, 86860  -22.33333 118.0;
612, 6530  -22.56667 -70.25;
613, 42200  -27.7 115.76667;
614, 13200  -30.91667 151.28333;
615, 15000  27.7 76.33333;
616, 167  35.63333 -78.13333;
617, 10880  36.5 137.0;
618, 39000  38.73333 -6.01667;
619, 26300  39.75 -84.16667;
620, 21000  45.41667 -98.31667;
621, 2750  62.0 7.66667;
622, 100  20.83333 71.46667;
623, 23000  32.58333 -96.41667;
624, 27500  33.5 -105.5;
625, 490  33.5 -114.0;
626, 5000  35.05 -84.23333;
627, 900  39.11667 -83.85;
628, 2900  39.63333 -100.5;
629, 24500  39.68333 -121.63333;
630, 14000  41.33333 -86.31667;
631, 2500  41.65 -86.21667;
632, 14000  51.16667 -117.33333;
633, 3000  55.18333 27.91667;
634, 8600  21.95 78.03333;
635, 7030  34.2 -84.48333;
636, 25  38.0 -0.83333;
637, 82000  38.5 -99.6;
638, 29600  38.76667 -100.73333;
639, 3060  40.33333 -99.03333;
640, 6920  42.53333 -122.875;
641, 8940  44.6 -94.1;
642, 2500  47.21667 29.86667;
643, 17600  47.81667 -96.85;
644, 1641  -23.38333 150.51667;
645, 896  -26.68333 -61.08333;
646, 20000  -29.86667 144.21667;
647, 1039  25.38333 82.6;
648, 6400  27.66667 78.25;
649, 3600  33.63333 -106.38333;
650, 27700  38.95 -101.01667;
651, 20000  43.86667 -85.51667;
652, 270  45.0 -114.0;
653, 6100  49.16667 19.5;
654, 2700  14.6 -88.68333;
655, 94.2  20.06667 -103.66667;
656, 94800  26.01667 -111.36667;
657, 683000  30.33333 -109.98333;
658, 7000  34.0 -106.96667;
659, 840  38.6 -95.21667;
660, 61000  39.2 -98.78333;
661, 400  40.41667 -3.71667;
662, 2000  50.36667 4.73333;
663, 51300  -28.93333 148.95;
664, 19500  19.26667 -97.28333;
665, 6400  27.35 68.53333;
666, 0.8  28.56667 77.25;
667, 88000  31.41667 -100.35;
668, 400  32.08333 76.3;
669, 750  33.6 130.43333;
670, 467  34.2 131.56667;
671, 12.5  42.7 -77.88333;
672, 7000  43.75 5.11667;
673, 95000  44.4 19.11667;
674, 870  50.58333 11.1;
675, 26000  -22.9 -69.35;
676, 6.2  -23.5 133.83333;
677, 27000  -37.15 148.91667;
678, 15900  10.26667 77.4;
679, 7140  31.5 -96.88333;
680, 1500  31.96667 -97.86667;
681, 330  33.7 133.8;
682, 11300  34.01667 -85.26667;
683, 38800  34.25 -112.75;
684, 900  38.41667 -106.21667;
685, 10750  39.0 -0.66667;
686, 340  42.71667 -99.38333;
687, 3200  44.61667 -70.75;
688, 28000000  47.0 88.0;
689, 26.6  49.65 29.63333;
690, 4000  49.76667 18.25;
691, 100.7  61.73333 5.93333;
692, 165  -10.66667 35.5;
693, 7500  -15.18333 35.28333;
694, 10  -41.5 145.41667;
695, 300  19.86667 -100.81667;
696, 230  21.86667 82.45;
697, 1500  34.16667 -115.91667;
698, 7700  35.1 -84.03333;
699, 5000  37.86667 27.51667;
700, 2750  40.25 -100.5;
701, 148  41.96667 2.81667;
702, 32000  42.53333 -85.88333;
703, 2500  46.68333 -112.55;
704, 5500  54.86667 50.88333;
705, 330000  60.4 25.8;
706, 118400  -29.5 118.75;
707, 1460  10.2 76.26667;
708, 290.4  23.98333 87.08333;
709, 380  27.88333 68.53333;
710, 16000  29.86306 -96.92667;
711, 1020  32.16667 -95.1;
712, 700000  34.11667 -101.78333;
713, 4800  34.53333 -101.7;
714, 86000  34.61667 -101.95;
715, 400000  34.7 117.0;
716, 52900  35.66667 103.5;
717, 100000  37.86667 -100.66667;
718, 240  38.3 27.13333;
719, 880  39.08333 -94.4;
720, 8000  39.66667 -100.0;
721, 0.15  44.11667 27.26667;
722, 104000  44.9 -90.28333;
723, 37125  47.767778 -119.876389;
724, 13400  56.58333 -3.25;
725, 132000  -14.25 132.01667;
726, 9026  -21.21667 -43.93333;
727, 22  -26.0 30.0;
728, 76.6  -33.61667 115.91667;
729, 414  -33.61667 115.91667;
730, 502  28.83333 -81.68333;
731, 153800  30.41667 -99.4;
732, 905  35.43333 136.23333;
733, 3867  35.68333 -82.18333;
734, 1050  36.21667 -92.26667;
735, 1315  36.58333 -100.2;
736, 3300  41.16667 -101.66667;
737, 90000  46.88333 -102.31667;
738, 200000  52.55 46.55;
739, 152000  57.35 37.61667;
740, 30000  -16.5 14.0;
741, 23400  -31.0 118.5;
742, 10000  -6.73333 111.36667;
743, 4239  32.1 71.8;
744, 11800  32.18333 -97.8;
745, 63500  32.5 -115.5;
746, 3000  35.0 -94.75;
747, 17000  36.83333 -84.35;
748, 20000  37.08333 -98.05;
749, 24.3  38.16667 -76.38333;
750, 4910  38.2 115.7;
751, 212  43.83889 20.33333;
752, 268  46.38333 -101.23333;
753, 120000  5.0 48.0;
754, 60000000  -19.58333 17.91667;
755, 3637  -30.0 138.0;
756, 1440  -30.86667 -64.55;
757, 4050  20.25 -12.68333;
758, 1280  25.25417 80.625;
759, 71400  25.48333 81.98333;
760, 1700  35.0 -112.0;
761, 15400  36.38333 -79.86667;
762, 4460  37.05 138.38333;
763, 1387  42.18333 -103.93333;
764, 236  44.01667 28.63333;
765, 68860  45.5 118.0;
766, 80000  49.09028 11.33333;
767, 1222  49.98333 7.53333;
768, 1918000  -16.26667 -47.95;
769, 26500  -26.11667 116.66667;
770, 11800  -29.75 22.5;
771, 393  -34.81667 147.13333;
772, 2462  25.66667 74.86667;
773, 3679.7  25.85 87.5775;
774, 2405  26.28333 34.25;
775, 315  28.38333 75.78333;
776, 252000  3.81667 43.33333;
777, 3760  31.95 -83.51667;
778, 1100  33.88333 35.5;
779, 2184000  35.33333 -109.5;
780, 9062  36.71667 -86.56667;
781, 1265  37.83333 -76.7;
782, 30  39.51667 140.36667;
783, 10600  44.51667 -83.95;
784, 320  55.18333 -162.55;
785, 13100  9.66667 105.66667;
786, 59000  -18.94167 -44.98333;
787, 41700  -26.33333 118.33333;
788, 1797  -29.45 143.6;
789, 2426  -30.5 142.33333;
790, 16500  -6.66667 106.58333;
791, 3640  30.83333 -97.76667;
792, 1600000  31.71667 -102.4;
793, 345  34.5 -88.66667;
794, 13000  36.85 -82.45;
795, 20400  37.01667 -85.91667;
796, 3500  37.16667 -108.5;
797, 1810  38.12167 140.06167;
798, 12  38.13333 14.96667;
799, 20000  40.0 -78.85;
800, 3500  55.46667 13.78333;
801, 6330  -25.16667 -69.28333;
802, 12200  -27.71667 117.25;
803, 1800  -8.38333 -36.76667;
804, 23200  13.73333 100.08333;
805, 560  13.76667 5.3;
806, 454000  29.66667 -111.5;
807, 1407  33.1 -96.7;
808, 60000  35.16667 -88.18333;
809, 5600  35.6 -91.26667;
810, 45500  36.5 -99.5;
811, 18400  37.26667 -99.33333;
812, 3628  39.35 -101.66667;
813, 11500  41.78333 -84.18333;
814, 149000  43.39056 1.9625;
815, 1300  52.05 0.3;
816, 1415  9.06667 38.41667;
817, 2300000  -22.36667 135.76667;
818, 25850  -30.53333 134.75;
819, 94200  -32.26667 139.86667;
820, 5500  -33.9 -61.7;
821, 2000  -37.33333 -61.53333;
822, 18000  11.65 -3.65;
823, 4703  24.5 90.21667;
824, 82  34.6 116.75;
825, 1000  34.8 127.0;
826, 3500  36.48333 -90.66667;
827, 6067  36.78333 -78.08333;
828, 25000  37.0 -109.05;
829, 16000  37.26667 -99.33333;
830, 11620  38.53333 -100.21667;
831, 150000  38.71667 -7.06667;
832, 16000  39.77667 -100.81333;
833, 40300  40.35 -104.9;
834, 1500  50.71667 10.11667;
835, 32000  -18.58333 -46.53333;
836, 200000  -18.58333 -46.53333;
837, 40800  -22.9 138.71667;
838, 33  -26.66667 119.0;
839, 7000  -30.11667 28.7;
